,x,Q2,y,x,Q2,y,x,Q2,y
23,0.0,0.0,0.441,0.015,0.32814054,0.507,0.03,0.7417141199999999,0.573
24,0.03,0.57084804,0.441,0.045,0.9844216199999999,0.507,0.06,1.4834282399999998,0.573
25,0.06,1.14169608,0.441,0.08,1.7500828800000001,0.507,0.1,2.4723803999999996,0.573
26,0.1,1.9028268000000002,0.441,0.125,2.7345045,0.507,0.15,3.7085705999999994,0.573
27,0.15,2.8542402,0.441,0.175,3.8283062999999995,0.507,0.2,4.944760799999999,0.573
28,0.2,3.8056536000000003,0.441,0.225,4.9221081,0.507,0.25,6.1809509999999985,0.573
29,0.25,4.757066999999999,0.441,0.275,6.0159099,0.507,0.3,7.417141199999999,0.573
30,0.3,5.7084804,0.441,0.35,7.656612599999999,0.507,0.4,9.889521599999998,0.573
31,0.4,7.611307200000001,0.441,0.45,9.8442162,0.507,0.5,12.361901999999997,0.573
32,0.5,9.514133999999999,0.441,0.55,12.0318198,0.507,0.6,14.834282399999998,0.573
33,0.6,11.4169608,0.441,0.6499999999999999,14.219423399999997,0.507,0.7,17.306662799999998,0.573
34,0.0,0.0,0.573,0.015,0.42651798,0.659,0.03,0.9643577999999999,0.745
35,0.03,0.7417141199999999,0.573,0.045,1.27955394,0.659,0.06,1.9287155999999999,0.745
36,0.06,1.4834282399999998,0.573,0.08,2.27476256,0.659,0.1,3.2145259999999998,0.745
37,0.1,2.4723803999999996,0.573,0.125,3.5543164999999997,0.659,0.15,4.821789,0.745
38,0.15,3.7085705999999994,0.573,0.175,4.9760431,0.659,0.2,6.4290519999999995,0.745
39,0.2,4.944760799999999,0.573,0.225,6.3977697000000004,0.659,0.25,8.036314999999998,0.745
40,0.25,6.1809509999999985,0.573,0.275,7.8194963,0.659,0.3,9.643578,0.745
41,0.3,7.417141199999999,0.573,0.35,9.9520862,0.659,0.4,12.858103999999999,0.745
42,0.4,9.889521599999998,0.573,0.45,12.795539400000001,0.659,0.5,16.072629999999997,0.745
43,0.5,12.361901999999997,0.573,0.55,15.6389926,0.659,0.6,19.287156,0.745
44,0.6,14.834282399999998,0.573,0.6499999999999999,18.482445799999997,0.659,0.7,22.501682,0.745
45,0.0,0.0,0.201,0.015,0.194360166,0.231,0.03,0.439203492,0.261
46,0.03,0.338237172,0.201,0.045,0.583080498,0.231,0.06,0.878406984,0.261
47,0.06,0.676474344,0.201,0.08,1.036587552,0.231,0.1,1.4640116399999998,0.261
48,0.1,1.12745724,0.201,0.125,1.61966805,0.231,0.15,2.1960174599999998,0.261
49,0.15,1.6911858599999998,0.201,0.175,2.2675352699999998,0.231,0.2,2.9280232799999997,0.261
50,0.2,2.25491448,0.201,0.225,2.91540249,0.231,0.25,3.6600291,0.261
51,0.25,2.8186431,0.201,0.275,3.56326971,0.231,0.3,4.3920349199999995,0.261
52,0.3,3.3823717199999996,0.201,0.35,4.5350705399999995,0.231,0.4,5.856046559999999,0.261
53,0.4,4.50982896,0.201,0.45,5.83080498,0.231,0.5,7.3200582,0.261
54,0.5,5.6372862,0.201,0.55,7.12653942,0.231,0.6,8.784069839999999,0.261
55,0.6,6.764743439999999,0.201,0.6499999999999999,8.422273859999999,0.231,0.7,10.248081479999998,0.261
56,0.0,0.0,0.261,0.015,0.2524158,0.30000000000000004,0.03,0.5704597079999999,0.339
57,0.03,0.439203492,0.261,0.045,0.7572474,0.30000000000000004,0.06,1.1409194159999998,0.339
58,0.06,0.878406984,0.261,0.08,1.3462176,0.30000000000000004,0.1,1.9015323599999998,0.339
59,0.1,1.4640116399999998,0.261,0.125,2.1034650000000004,0.30000000000000004,0.15,2.8522985399999996,0.339
60,0.15,2.1960174599999998,0.261,0.175,2.944851,0.30000000000000004,0.2,3.8030647199999996,0.339
61,0.2,2.9280232799999997,0.261,0.225,3.7862370000000003,0.30000000000000004,0.25,4.7538309,0.339
62,0.25,3.6600291,0.261,0.275,4.627623000000001,0.30000000000000004,0.3,5.704597079999999,0.339
63,0.3,4.3920349199999995,0.261,0.35,5.889702,0.30000000000000004,0.4,7.606129439999999,0.339
64,0.4,5.856046559999999,0.261,0.45,7.572474000000001,0.30000000000000004,0.5,9.5076618,0.339
65,0.5,7.3200582,0.261,0.55,9.255246000000001,0.30000000000000004,0.6,11.409194159999998,0.339
66,0.6,8.784069839999999,0.261,0.6499999999999999,10.938018,0.30000000000000004,0.7,13.31072652,0.339
67,0.0,0.0,0.339,0.015,0.32814054,0.39,0.03,0.7421024519999999,0.441
68,0.03,0.5704597079999999,0.339,0.045,0.9844216199999999,0.39,0.06,1.4842049039999998,0.441
69,0.06,1.1409194159999998,0.339,0.08,1.75008288,0.39,0.1,2.47367484,0.441
70,0.1,1.9015323599999998,0.339,0.125,2.7345045,0.39,0.15,3.71051226,0.441
71,0.15,2.8522985399999996,0.339,0.175,3.8283062999999995,0.39,0.2,4.94734968,0.441
72,0.2,3.8030647199999996,0.339,0.225,4.922108099999999,0.39,0.25,6.184187099999999,0.441
73,0.25,4.7538309,0.339,0.275,6.0159099000000005,0.39,0.3,7.42102452,0.441
74,0.3,5.704597079999999,0.339,0.35,7.656612599999999,0.39,0.4,9.89469936,0.441
75,0.4,7.606129439999999,0.339,0.45,9.844216199999998,0.39,0.5,12.368374199999998,0.441
76,0.5,9.5076618,0.339,0.55,12.031819800000001,0.39,0.6,14.84204904,0.441
77,0.6,11.409194159999998,0.339,0.6499999999999999,14.219423399999997,0.39,0.7,17.31572388,0.441
78,0.0,0.0,0.441,0.015,0.4265827019999999,0.507,0.03,0.9642283559999999,0.573
79,0.03,0.7421024519999999,0.441,0.045,1.2797481059999998,0.507,0.06,1.9284567119999998,0.573
80,0.06,1.4842049039999998,0.441,0.08,2.275107744,0.507,0.1,3.2140945199999993,0.573
81,0.1,2.47367484,0.441,0.125,3.5548558499999996,0.507,0.15,4.821141779999999,0.573
82,0.15,3.71051226,0.441,0.175,4.976798189999999,0.507,0.2,6.428189039999999,0.573
83,0.2,4.94734968,0.441,0.225,6.3987405299999995,0.507,0.25,8.035236299999998,0.573
84,0.25,6.184187099999999,0.441,0.275,7.82068287,0.507,0.3,9.642283559999997,0.573
85,0.3,7.42102452,0.441,0.35,9.953596379999999,0.507,0.4,12.856378079999997,0.573
86,0.4,9.89469936,0.441,0.45,12.797481059999999,0.507,0.5,16.070472599999995,0.573
87,0.5,12.368374199999998,0.441,0.55,15.64136574,0.507,0.6,19.284567119999995,0.573
88,0.6,14.84204904,0.441,0.6499999999999999,18.485250419999996,0.507,0.7,22.498661639999995,0.573
89,0.0,0.0,0.573,0.015,0.554473374,0.659,0.03,1.2536651399999998,0.745
90,0.03,0.9642283559999999,0.573,0.045,1.663420122,0.659,0.06,2.5073302799999997,0.745
91,0.06,1.9284567119999998,0.573,0.08,2.957191328,0.659,0.1,4.1788837999999995,0.745
92,0.1,3.2140945199999993,0.573,0.125,4.620611449999999,0.659,0.15,6.268325699999999,0.745
93,0.15,4.821141779999999,0.573,0.175,6.4688560299999995,0.659,0.2,8.357767599999999,0.745
94,0.2,6.428189039999999,0.573,0.225,8.31710061,0.659,0.25,10.447209499999998,0.745
95,0.25,8.035236299999998,0.573,0.275,10.16534519,0.659,0.3,12.536651399999998,0.745
96,0.3,9.642283559999997,0.573,0.35,12.937712059999999,0.659,0.4,16.715535199999998,0.745
97,0.4,12.856378079999997,0.573,0.45,16.63420122,0.659,0.5,20.894418999999996,0.745
98,0.5,16.070472599999995,0.573,0.55,20.33069038,0.659,0.6,25.073302799999997,0.745
99,0.6,19.284567119999995,0.573,0.6499999999999999,24.027179539999995,0.659,0.7,29.252186599999998,0.745
100,0.0,0.0,0.154,0.015,0.19429966499999998,0.1775,0.03,0.44004769199999993,0.201
101,0.03,0.33715096799999994,0.154,0.045,0.5828989949999999,0.1775,0.06,0.8800953839999999,0.201
102,0.06,0.6743019359999999,0.154,0.08,1.0362648799999998,0.1775,0.1,1.46682564,0.201
103,0.1,1.1238365599999998,0.154,0.125,1.6191638749999997,0.1775,0.15,2.20023846,0.201
104,0.15,1.6857548399999998,0.154,0.175,2.2668294249999996,0.1775,0.2,2.93365128,0.201
105,0.2,2.2476731199999995,0.154,0.225,2.9144949749999998,0.1775,0.25,3.6670641,0.201
106,0.25,2.8095914,0.154,0.275,3.5621605249999995,0.1775,0.3,4.40047692,0.201
107,0.3,3.3715096799999995,0.154,0.35,4.533658849999999,0.1775,0.4,5.86730256,0.201
108,0.4,4.495346239999999,0.154,0.45,5.8289899499999995,0.1775,0.5,7.3341282,0.201
109,0.5,5.6191828,0.154,0.55,7.124321049999999,0.1775,0.6,8.80095384,0.201
110,0.6,6.743019359999999,0.154,0.6499999999999999,8.419652149999997,0.1775,0.7,10.26777948,0.201
111,0.0,0.0,0.201,0.015,0.252863226,0.231,0.03,0.5714052119999999,0.261
112,0.03,0.44004769199999993,0.201,0.045,0.758589678,0.231,0.06,1.1428104239999999,0.261
113,0.06,0.8800953839999999,0.201,0.08,1.348603872,0.231,0.1,1.9046840399999998,0.261
114,0.1,1.46682564,0.201,0.125,2.10719355,0.231,0.15,2.8570260599999995,0.261
115,0.15,2.20023846,0.201,0.175,2.9500709699999996,0.231,0.2,3.8093680799999996,0.261
116,0.2,2.93365128,0.201,0.225,3.79294839,0.231,0.25,4.7617101,0.261
117,0.25,3.6670641,0.201,0.275,4.63582581,0.231,0.3,5.714052119999999,0.261
118,0.3,4.40047692,0.201,0.35,5.900141939999999,0.231,0.4,7.618736159999999,0.261
119,0.4,5.86730256,0.201,0.45,7.58589678,0.231,0.5,9.5234202,0.261
120,0.5,7.3341282,0.201,0.55,9.27165162,0.231,0.6,11.428104239999998,0.261
121,0.6,8.80095384,0.201,0.6499999999999999,10.957406459999998,0.231,0.7,13.332788279999999,0.261
122,0.0,0.0,0.261,0.015,0.32839380000000007,0.30000000000000004,0.03,0.7421699879999999,0.339
123,0.03,0.5714052119999999,0.261,0.045,0.9851814,0.30000000000000004,0.06,1.4843399759999998,0.339
124,0.06,1.1428104239999999,0.261,0.08,1.7514336,0.30000000000000004,0.1,2.47389996,0.339
125,0.1,1.9046840399999998,0.261,0.125,2.7366150000000005,0.30000000000000004,0.15,3.7108499399999997,0.339
126,0.15,2.8570260599999995,0.261,0.175,3.831261,0.30000000000000004,0.2,4.94779992,0.339
127,0.2,3.8093680799999996,0.261,0.225,4.9259070000000005,0.30000000000000004,0.25,6.1847499,0.339
128,0.25,4.7617101,0.261,0.275,6.0205530000000005,0.30000000000000004,0.3,7.421699879999999,0.339
129,0.3,5.714052119999999,0.261,0.35,7.662522,0.30000000000000004,0.4,9.89559984,0.339
130,0.4,7.618736159999999,0.261,0.45,9.851814000000001,0.30000000000000004,0.5,12.3694998,0.339
131,0.5,9.5234202,0.261,0.55,12.041106000000001,0.30000000000000004,0.6,14.843399759999999,0.339
132,0.6,11.428104239999998,0.261,0.6499999999999999,14.230398,0.30000000000000004,0.7,17.317299719999998,0.339
133,0.0,0.0,0.339,0.015,0.42691193999999993,0.39,0.03,0.9654777719999998,0.441
134,0.03,0.7421699879999999,0.339,0.045,1.2807358199999999,0.39,0.06,1.9309555439999997,0.441
135,0.06,1.4843399759999998,0.339,0.08,2.27686368,0.39,0.1,3.21825924,0.441
136,0.1,2.47389996,0.339,0.125,3.5575995,0.39,0.15,4.82738886,0.441
137,0.15,3.7108499399999997,0.339,0.175,4.980639299999999,0.39,0.2,6.43651848,0.441
138,0.2,4.94779992,0.339,0.225,6.403679099999999,0.39,0.25,8.0456481,0.441
139,0.25,6.1847499,0.339,0.275,7.8267189,0.39,0.3,9.65477772,0.441
140,0.3,7.421699879999999,0.339,0.35,9.961278599999998,0.39,0.4,12.87303696,0.441
141,0.4,9.89559984,0.339,0.45,12.807358199999998,0.39,0.5,16.0912962,0.441
142,0.5,12.3694998,0.339,0.55,15.6534378,0.39,0.6,19.30955544,0.441
143,0.6,14.843399759999999,0.339,0.6499999999999999,18.4995174,0.39,0.7,22.52781468,0.441
144,0.0,0.0,0.441,0.015,0.554985522,0.507,0.03,1.2544643159999997,0.573
145,0.03,0.9654777719999998,0.441,0.045,1.6649565659999999,0.507,0.06,2.5089286319999995,0.573
146,0.06,1.9309555439999997,0.441,0.08,2.9599227839999998,0.507,0.1,4.181547719999999,0.573
147,0.1,3.21825924,0.441,0.125,4.62487935,0.507,0.15,6.272321579999999,0.573
148,0.15,4.82738886,0.441,0.175,6.4748310899999995,0.507,0.2,8.363095439999999,0.573
149,0.2,6.43651848,0.441,0.225,8.32478283,0.507,0.25,10.453869299999997,0.573
150,0.25,8.0456481,0.441,0.275,10.17473457,0.507,0.3,12.544643159999998,0.573
151,0.3,9.65477772,0.441,0.35,12.949662179999999,0.507,0.4,16.726190879999997,0.573
152,0.4,12.87303696,0.441,0.45,16.64956566,0.507,0.5,20.907738599999995,0.573
153,0.5,16.0912962,0.441,0.55,20.34946914,0.507,0.6,25.089286319999996,0.573
154,0.6,19.30955544,0.441,0.6499999999999999,24.049372619999996,0.507,0.7,29.270834039999993,0.573
155,0.0,0.0,0.573,0.015,0.721371714,0.659,0.03,1.6310225399999998,0.745
156,0.03,1.2544643159999997,0.573,0.045,2.164115142,0.659,0.06,3.2620450799999996,0.745
157,0.06,2.5089286319999995,0.573,0.08,3.847315808,0.659,0.1,5.4367418,0.745
158,0.1,4.181547719999999,0.573,0.125,6.011430949999999,0.659,0.15,8.1551127,0.745
159,0.15,6.272321579999999,0.573,0.175,8.41600333,0.659,0.2,10.8734836,0.745
160,0.2,8.363095439999999,0.573,0.225,10.82057571,0.659,0.25,13.591854499999998,0.745
161,0.25,10.453869299999997,0.573,0.275,13.22514809,0.659,0.3,16.3102254,0.745
162,0.3,12.544643159999998,0.573,0.35,16.83200666,0.659,0.4,21.7469672,0.745
163,0.4,16.726190879999997,0.573,0.45,21.64115142,0.659,0.5,27.183708999999997,0.745
164,0.5,20.907738599999995,0.573,0.55,26.45029618,0.659,0.6,32.6204508,0.745
165,0.6,25.089286319999996,0.573,0.6499999999999999,31.259440939999994,0.659,0.7,38.05719259999999,0.745
166,0.0,0.0,0.119,0.015,0.193976055,0.1365,0.03,0.4376895599999999,0.154
167,0.03,0.33821466,0.119,0.045,0.581928165,0.1365,0.06,0.8753791199999998,0.154
168,0.06,0.67642932,0.119,0.08,1.0345389600000001,0.1365,0.1,1.4589651999999997,0.154
169,0.1,1.1273821999999998,0.119,0.125,1.6164671250000002,0.1365,0.15,2.1884477999999996,0.154
170,0.15,1.6910733,0.119,0.175,2.263053975,0.1365,0.2,2.9179303999999995,0.154
171,0.2,2.2547643999999996,0.119,0.225,2.909640825,0.1365,0.25,3.647413,0.154
172,0.25,2.8184555,0.119,0.275,3.556227675,0.1365,0.3,4.376895599999999,0.154
173,0.3,3.3821466,0.119,0.35,4.52610795,0.1365,0.4,5.835860799999999,0.154
174,0.4,4.509528799999999,0.119,0.45,5.81928165,0.1365,0.5,7.294826,0.154
175,0.5,5.636911,0.119,0.55,7.11245535,0.1365,0.6,8.753791199999998,0.154
176,0.6,6.7642932,0.119,0.6499999999999999,8.40562905,0.1365,0.7,10.2127564,0.154
177,0.0,0.0,0.154,0.015,0.252239925,0.1775,0.03,0.57127014,0.201
178,0.03,0.4376895599999999,0.154,0.045,0.7567197749999999,0.1775,0.06,1.14254028,0.201
179,0.06,0.8753791199999998,0.154,0.08,1.3452796,0.1775,0.1,1.9042338,0.201
180,0.1,1.4589651999999997,0.154,0.125,2.1019993749999997,0.1775,0.15,2.8563506999999997,0.201
181,0.15,2.1884477999999996,0.154,0.175,2.9427991249999996,0.1775,0.2,3.8084676,0.201
182,0.2,2.9179303999999995,0.154,0.225,3.783598875,0.1775,0.25,4.7605845,0.201
183,0.25,3.647413,0.154,0.275,4.6243986249999995,0.1775,0.3,5.712701399999999,0.201
184,0.3,4.376895599999999,0.154,0.35,5.885598249999999,0.1775,0.4,7.6169352,0.201
185,0.4,5.835860799999999,0.154,0.45,7.56719775,0.1775,0.5,9.521169,0.201
186,0.5,7.294826,0.154,0.55,9.248797249999999,0.1775,0.6,11.425402799999999,0.201
187,0.6,8.753791199999998,0.154,0.6499999999999999,10.930396749999998,0.1775,0.7,13.3296366,0.201
188,0.0,0.0,0.201,0.015,0.32826717,0.231,0.03,0.74179854,0.261
189,0.03,0.57127014,0.201,0.045,0.98480151,0.231,0.06,1.48359708,0.261
190,0.06,1.14254028,0.201,0.08,1.7507582400000001,0.231,0.1,2.4726618,0.261
191,0.1,1.9042338,0.201,0.125,2.73555975,0.231,0.15,3.7089926999999996,0.261
192,0.15,2.8563506999999997,0.201,0.175,3.82978365,0.231,0.2,4.9453236,0.261
193,0.2,3.8084676,0.201,0.225,4.92400755,0.231,0.25,6.1816545000000005,0.261
194,0.25,4.7605845,0.201,0.275,6.018231450000001,0.231,0.3,7.417985399999999,0.261
195,0.3,5.712701399999999,0.201,0.35,7.6595673,0.231,0.4,9.8906472,0.261
196,0.4,7.6169352,0.201,0.45,9.8480151,0.231,0.5,12.363309000000001,0.261
197,0.5,9.521169,0.201,0.55,12.036462900000002,0.231,0.6,14.835970799999998,0.261
198,0.6,11.425402799999999,0.201,0.6499999999999999,14.224910699999999,0.231,0.7,17.3086326,0.261
199,0.0,0.0,0.261,0.015,0.42632100000000006,0.30000000000000004,0.03,0.96348546,0.339
200,0.03,0.74179854,0.261,0.045,1.278963,0.30000000000000004,0.06,1.92697092,0.339
201,0.06,1.48359708,0.261,0.08,2.273712,0.30000000000000004,0.1,3.2116181999999998,0.339
202,0.1,2.4726618,0.261,0.125,3.5526750000000007,0.30000000000000004,0.15,4.817427299999999,0.339
203,0.15,3.7089926999999996,0.261,0.175,4.973745,0.30000000000000004,0.2,6.4232363999999995,0.339
204,0.2,4.9453236,0.261,0.225,6.394815000000001,0.30000000000000004,0.25,8.0290455,0.339
205,0.25,6.1816545000000005,0.261,0.275,7.815885000000001,0.30000000000000004,0.3,9.634854599999999,0.339
206,0.3,7.417985399999999,0.261,0.35,9.94749,0.30000000000000004,0.4,12.846472799999999,0.339
207,0.4,9.8906472,0.261,0.45,12.789630000000002,0.30000000000000004,0.5,16.058091,0.339
208,0.5,12.363309000000001,0.261,0.55,15.631770000000001,0.30000000000000004,0.6,19.269709199999998,0.339
209,0.6,14.835970799999998,0.261,0.6499999999999999,18.47391,0.30000000000000004,0.7,22.481327399999998,0.339
210,0.0,0.0,0.339,0.015,0.5542172999999999,0.39,0.03,1.2533837399999999,0.441
211,0.03,0.96348546,0.339,0.045,1.6626518999999997,0.39,0.06,2.5067674799999997,0.441
212,0.06,1.92697092,0.339,0.08,2.9558256,0.39,0.1,4.1779458,0.441
213,0.1,3.2116181999999998,0.339,0.125,4.6184775,0.39,0.15,6.2669187,0.441
214,0.15,4.817427299999999,0.339,0.175,6.465868499999999,0.39,0.2,8.3558916,0.441
215,0.2,6.4232363999999995,0.339,0.225,8.3132595,0.39,0.25,10.4448645,0.441
216,0.25,8.0290455,0.339,0.275,10.160650500000001,0.39,0.3,12.5338374,0.441
217,0.3,9.634854599999999,0.339,0.35,12.931736999999998,0.39,0.4,16.7117832,0.441
218,0.4,12.846472799999999,0.339,0.45,16.626519,0.39,0.5,20.889729,0.441
219,0.5,16.058091,0.339,0.55,20.321301000000002,0.39,0.6,25.0676748,0.441
220,0.6,19.269709199999998,0.339,0.6499999999999999,24.016083,0.39,0.7,29.2456206,0.441
221,0.0,0.0,0.441,0.015,0.72048249,0.507,0.03,1.6285462199999998,0.573
222,0.03,1.2533837399999999,0.441,0.045,2.1614474699999997,0.507,0.06,3.2570924399999996,0.573
223,0.06,2.5067674799999997,0.441,0.08,3.84257328,0.507,0.1,5.428487399999999,0.573
224,0.1,4.1779458,0.441,0.125,6.00402075,0.507,0.15,8.142731099999999,0.573
225,0.15,6.2669187,0.441,0.175,8.40562905,0.507,0.2,10.856974799999998,0.573
226,0.2,8.3558916,0.441,0.225,10.80723735,0.507,0.25,13.571218499999997,0.573
227,0.25,10.4448645,0.441,0.275,13.20884565,0.507,0.3,16.285462199999998,0.573
228,0.3,12.5338374,0.441,0.35,16.8112581,0.507,0.4,21.713949599999996,0.573
229,0.4,16.7117832,0.441,0.45,21.6144747,0.507,0.5,27.142436999999994,0.573
230,0.5,20.889729,0.441,0.55,26.4176913,0.507,0.6,32.570924399999996,0.573
231,0.6,25.0676748,0.441,0.6499999999999999,31.220907899999993,0.507,0.7,37.9994118,0.573
232,0.0,0.0,0.573,0.015,0.93648513,0.659,0.03,2.1173943,0.745
233,0.03,1.6285462199999998,0.573,0.045,2.80945539,0.659,0.06,4.2347886,0.745
234,0.06,3.2570924399999996,0.573,0.08,4.99458736,0.659,0.1,7.057981,0.745
235,0.1,5.428487399999999,0.573,0.125,7.80404275,0.659,0.15,10.5869715,0.745
236,0.15,8.142731099999999,0.573,0.175,10.92565985,0.659,0.2,14.115962,0.745
237,0.2,10.856974799999998,0.573,0.225,14.04727695,0.659,0.25,17.6449525,0.745
238,0.25,13.571218499999997,0.573,0.275,17.16889405,0.659,0.3,21.173943,0.745
239,0.3,16.285462199999998,0.573,0.35,21.8513197,0.659,0.4,28.231924,0.745
240,0.4,21.713949599999996,0.573,0.45,28.0945539,0.659,0.5,35.289905,0.745
241,0.5,27.142436999999994,0.573,0.55,34.3377881,0.659,0.6,42.347886,0.745
242,0.6,32.570924399999996,0.573,0.6499999999999999,40.581022299999994,0.659,0.7,49.40586699999999,0.745
243,0.0,0.0,0.091,0.015,0.19412379,0.105,0.03,0.440013924,0.119
244,0.03,0.33648123599999996,0.091,0.045,0.58237137,0.105,0.06,0.880027848,0.119
245,0.06,0.6729624719999999,0.091,0.08,1.03532688,0.105,0.1,1.46671308,0.119
246,0.1,1.12160412,0.091,0.125,1.61769825,0.105,0.15,2.20006962,0.119
247,0.15,1.68240618,0.091,0.175,2.26477755,0.105,0.2,2.93342616,0.119
248,0.2,2.24320824,0.091,0.225,2.91185685,0.105,0.25,3.6667826999999997,0.119
249,0.25,2.8040103,0.091,0.275,3.5589361500000005,0.105,0.3,4.40013924,0.119
250,0.3,3.36481236,0.091,0.35,4.5295551,0.105,0.4,5.86685232,0.119
251,0.4,4.48641648,0.091,0.45,5.8237137,0.105,0.5,7.3335653999999995,0.119
252,0.5,5.6080206,0.091,0.55,7.117872300000001,0.105,0.6,8.80027848,0.119
253,0.6,6.72962472,0.091,0.6499999999999999,8.4120309,0.105,0.7,10.26699156,0.119
254,0.0,0.0,0.119,0.015,0.252360927,0.1365,0.03,0.5694297839999999,0.154
255,0.03,0.440013924,0.119,0.045,0.757082781,0.1365,0.06,1.1388595679999998,0.154
256,0.06,0.880027848,0.119,0.08,1.345924944,0.1365,0.1,1.8980992799999998,0.154
257,0.1,1.46671308,0.119,0.125,2.1030077250000003,0.1365,0.15,2.84714892,0.154
258,0.15,2.20006962,0.119,0.175,2.9442108150000004,0.1365,0.2,3.7961985599999997,0.154
259,0.2,2.93342616,0.119,0.225,3.785413905,0.1365,0.25,4.7452482,0.154
260,0.25,3.6667826999999997,0.119,0.275,4.626616995000001,0.1365,0.3,5.69429784,0.154
261,0.3,4.40013924,0.119,0.35,5.888421630000001,0.1365,0.4,7.592397119999999,0.154
262,0.4,5.86685232,0.119,0.45,7.57082781,0.1365,0.5,9.4904964,0.154
263,0.5,7.3335653999999995,0.119,0.55,9.253233990000002,0.1365,0.6,11.38859568,0.154
264,0.6,8.80027848,0.119,0.6499999999999999,10.93564017,0.1365,0.7,13.28669496,0.154
265,0.0,0.0,0.154,0.015,0.328161645,0.1775,0.03,0.743216796,0.201
266,0.03,0.5694297839999999,0.154,0.045,0.9844849349999999,0.1775,0.06,1.486433592,0.201
267,0.06,1.1388595679999998,0.154,0.08,1.75019544,0.1775,0.1,2.4773893200000003,0.201
268,0.1,1.8980992799999998,0.154,0.125,2.734680375,0.1775,0.15,3.71608398,0.201
269,0.15,2.84714892,0.154,0.175,3.8285525249999997,0.1775,0.2,4.954778640000001,0.201
270,0.2,3.7961985599999997,0.154,0.225,4.922424675,0.1775,0.25,6.193473300000001,0.201
271,0.25,4.7452482,0.154,0.275,6.0162968249999995,0.1775,0.3,7.43216796,0.201
272,0.3,5.69429784,0.154,0.35,7.657105049999999,0.1775,0.4,9.909557280000001,0.201
273,0.4,7.592397119999999,0.154,0.45,9.84484935,0.1775,0.5,12.386946600000002,0.201
274,0.5,9.4904964,0.154,0.55,12.032593649999999,0.1775,0.6,14.86433592,0.201
275,0.6,11.38859568,0.154,0.6499999999999999,14.220337949999998,0.1775,0.7,17.341725240000002,0.201
276,0.0,0.0,0.201,0.015,0.42707233800000005,0.231,0.03,0.9650725560000001,0.261
277,0.03,0.743216796,0.201,0.045,1.281217014,0.231,0.06,1.9301451120000002,0.261
278,0.06,1.486433592,0.201,0.08,2.277719136,0.231,0.1,3.21690852,0.261
279,0.1,2.4773893200000003,0.201,0.125,3.5589361500000005,0.231,0.15,4.82536278,0.261
280,0.15,3.71608398,0.201,0.175,4.98251061,0.231,0.2,6.43381704,0.261
281,0.2,4.954778640000001,0.201,0.225,6.4060850700000005,0.231,0.25,8.042271300000001,0.261
282,0.25,6.193473300000001,0.201,0.275,7.829659530000001,0.231,0.3,9.65072556,0.261
283,0.3,7.43216796,0.201,0.35,9.96502122,0.231,0.4,12.86763408,0.261
284,0.4,9.909557280000001,0.201,0.45,12.812170140000001,0.231,0.5,16.084542600000002,0.261
285,0.5,12.386946600000002,0.201,0.55,15.659319060000001,0.231,0.6,19.30145112,0.261
